Timestamp,Plant_ID,Plant_Health_Status,Soil_Moisture,Ambient_Temperature,Soil_Temperature,Humidity,Light_Intensity,Soil_pH,Nitrogen_Level,Phosphorus_Level,Potassium_Level,Chlorophyll_Content,Electrochemical_Signal,Plant_Health_Status
2024-10-03 10:54:53.407995,1,High Stress,0.5841600339694699,0.35351491928746936,0.6902095960863344,0.5097892006765612,0.4448688459608254,0.03746068443521855,0.0,0.8955572167690454,0.7272290936297037,0.5231883052454759,0.4709873008482865,High Stress
2024-10-03 16:54:53.407995,1,High Stress,0.16120203766739316,0.30901689414587996,0.3680045393661999,0.798942303106764,0.49487119458097534,0.8180707507367546,0.5184033895537012,0.38477338128551664,0.19869820508105634,0.26590038133317917,0.08151684883806538,High Stress
2024-10-03 22:54:53.407995,1,High Stress,0.23624747481713587,0.265158157364636,0.03895321653528061,0.9288274491964326,0.4886001251499466,0.07508958852185232,0.4839691889605076,0.43931129657317725,0.6429480554275441,0.7882716414904177,0.5413705509313097,High Stress
2024-10-04 04:54:53.407995,1,High Stress,0.17789257418599574,0.38296355701793505,0.7780738195182542,0.6066127194107493,0.05104468590841976,0.038750942907172625,0.17430310607080185,0.40444938183657797,0.4066181937286971,0.5944403563771191,0.5937143542821909,High Stress
2024-10-04 10:54:53.407995,1,High Stress,0.9943002883903074,0.9114276020268732,0.3099639108458552,0.7930256673752925,0.3051375179869971,0.20714874593599264,0.02356370939784208,0.6976755923741488,0.6916696156392022,0.9424334220279865,0.8062381712520972,High Stress
2024-10-04 16:54:53.407995,1,High Stress,0.6404160772931577,0.5306758338528825,0.7553718477387559,0.2125594478746331,0.3698729663586225,0.3268333094622329,0.0014134941379672639,0.1399538376679873,0.29468912334238473,0.8351883594448389,0.016012922351947307,High Stress
2024-10-04 22:54:53.407995,1,High Stress,0.2117428827898869,0.41879613974896146,0.294893237803433,0.5637070962564921,0.3178312956587744,0.7878587544568187,0.45077279165225365,0.564194291701235,0.7487005318482562,0.9747082262980665,0.6372670348482173,High Stress
2024-10-05 04:54:53.407995,1,Moderate Stress,0.7770949218862657,0.18326904481415895,0.12955185501281719,0.5443352647896418,0.31915725431135383,0.30026025722521377,0.1468860681626819,0.010922392664678815,0.37150133264256713,0.4638587454092383,0.8392111892890286,Moderate Stress
2024-10-05 10:54:53.407995,1,High Stress,0.0907562850417511,0.6227140845334229,0.169064180462541,0.25101498759461593,0.5435677994336756,0.4925969889740216,0.8918428481761096,0.9369036266481071,0.06131179393652991,0.9252314666405178,0.6968921302016698,High Stress
2024-10-05 16:54:53.407995,1,High Stress,0.1081578480397018,0.8036348567861571,0.8623169230423611,0.854606355334659,0.24101910662164844,0.036537557835269574,0.8616148275972226,0.7455250158926701,0.7156442012479689,0.5202019459192736,0.48157367972033266,High Stress
2024-10-05 22:54:53.407995,1,Moderate Stress,0.5000672231591874,0.6613313377593382,0.768067859955099,0.560972645287465,0.3523788139337947,0.07880407424416713,0.9299230358652062,0.49162876323506743,0.8459847460279526,0.5518412572856201,0.7625469776594475,Moderate Stress
2024-10-06 04:54:53.407995,1,Healthy,0.7203777647347689,0.499850586462671,0.11400397726520062,0.6179859804033976,0.7043218131598667,0.3874627109749844,0.7257696044498931,0.6593726249427485,0.8545301968920067,0.9710963864536918,0.9405022671045566,Healthy
2024-10-06 10:54:53.407995,1,Moderate Stress,0.45095769805449576,0.08328532590977589,0.7386324355762768,0.5920277474086608,0.2949789395102101,0.9124061380669848,0.6928501973080403,0.5950635452197289,0.09821202162407411,0.8194411759197809,0.9818284990632883,Moderate Stress
2024-10-06 16:54:53.407995,1,Moderate Stress,0.38458265467922065,0.14494059286523542,0.4525756851334195,0.24982212686612626,0.6550374957600842,0.6185105703244851,0.3305900698327125,0.27074885349874944,0.9458509309039147,0.2459862855367526,0.8670905232853822,Moderate Stress
2024-10-06 22:54:53.407995,1,Moderate Stress,0.45944126792143386,0.708055229488483,0.28224601172360986,0.19542482988925403,0.4510571435390706,0.163174568425541,0.2653686846717574,0.2966530217812626,0.8155520287696942,0.7338377473216388,0.9955783188058985,Moderate Stress
2024-10-07 04:54:53.407995,1,Moderate Stress,0.6042200741757431,0.7752026147491515,0.47517746976349917,0.40205866456659667,0.39360312056534735,0.21705316160493027,0.7009811904327297,0.9250675011040427,0.25933046662718373,0.7504509592561254,0.3280419187287876,Moderate Stress
2024-10-07 10:54:53.407995,1,Moderate Stress,0.40945128326861596,0.105258596625186,0.8896008631589529,0.1731941012302125,0.7508514868845222,0.280293196125855,0.8334955497304057,0.35560452521809216,0.2136636282531938,0.674448661127442,0.6474339799982063,Moderate Stress
2024-10-07 16:54:53.407995,1,High Stress,0.17352087480178263,0.46977360401185764,0.7760047355470685,0.027023539922107043,0.2784251495963597,0.32373381793035705,0.7013805678841332,0.49984843971670767,0.9909393246319671,0.7735631418954848,0.7725785293956424,High Stress
2024-10-07 22:54:53.407995,1,Moderate Stress,0.974985907318676,0.9501180332977281,0.4188157772342873,0.722827122650719,0.0036089385039126953,0.24806186986388612,0.2406672389967034,0.35144935405136923,0.36793581341960835,0.5639438824134789,0.10992804424737321,Moderate Stress
2024-10-08 04:54:53.407995,1,Moderate Stress,0.8445172061158202,0.3646253249209672,0.05552709438660641,0.02154263242673915,0.24344734542304453,0.25745630951192133,0.2077308807583757,0.7527790056589859,0.9575833705565022,0.22443257186074084,0.5367171407871087,Moderate Stress
2024-10-08 10:54:53.407995,1,Healthy,0.9134388573940047,0.8686530610947452,0.8666294618690906,0.7905925176860276,0.6694682793074145,0.3227718476948813,0.8435391693269012,0.3366515374648541,0.2495506650376011,0.30665354161602365,0.6574894850761531,Healthy
2024-10-08 16:54:53.407995,1,Healthy,0.9250479675741097,0.21093485534848777,0.9570083597993877,0.24138411024016637,0.34052757359423963,0.369421798007306,0.5833473137166376,0.23693327313336793,0.07790147961352223,0.8186324034526132,0.37330181026335246,Healthy
2024-10-08 22:54:53.407995,1,Healthy,0.7568946057965906,0.9334314310664682,0.14365142593328128,0.7615240594486123,0.2835898755459871,0.4750751439659209,0.3415782035841984,0.519181202780385,0.3510228302174181,0.3980291753746569,0.9961897066379586,Healthy
2024-10-09 04:54:53.407995,1,Healthy,0.9817683977411713,0.5244617694912017,0.47510483157593697,0.35180708080824585,0.14873032548164722,0.7306480929241554,0.7893818198424969,0.5337183812000224,0.3979617273535607,0.9858462403047944,0.2964625852303759,Healthy
2024-10-09 10:54:53.407995,1,Healthy,0.9858031825374483,0.6296055532797091,0.007088284716673332,0.7899152314525857,0.8346510708522012,0.22074049269453333,0.6802007585439753,0.8615812620648563,0.45374525502925644,0.4898208982679616,0.37828770004702944,Healthy
2024-10-09 16:54:53.407995,1,Moderate Stress,0.6516634530694827,0.5677937103398525,0.8922266720741416,0.06647085304027978,0.904131176321034,0.5500149365673019,0.5012394180128523,0.7412655477651066,0.18146231677342833,0.8708350518808764,0.77898089594185,Moderate Stress
2024-10-09 22:54:53.407995,1,High Stress,0.1833540503844851,0.6907052116252916,0.9917443571375095,0.007718234453636397,0.5961388668724925,0.3457250410457937,0.786570233229918,0.8503866385849451,0.93215938550268,0.4066367020492657,0.10957339217385874,High Stress
2024-10-10 04:54:53.407995,1,Healthy,0.7720531354024436,0.0857163664683207,0.7227440687420366,0.14829499031118343,0.17425035360416857,0.14143303763042958,0.9837414339646422,0.29948482425609435,0.4750919354261006,0.35716540208565306,0.7753260309353338,Healthy
2024-10-10 10:54:53.407995,1,High Stress,0.6932145720215634,0.598970484654042,0.2589836975408557,0.7981911686892049,0.405779471164097,0.23905681799682865,0.09019599990276644,0.02263486197935094,0.4076312319653502,0.16345140415116832,0.34823766483682134,High Stress
2024-10-10 16:54:53.407995,1,High Stress,0.1303143397668458,0.3294284275691828,0.42453778287340027,0.07952717365504891,0.38491452033924817,0.3690869690190808,0.9590397511016611,0.6463739762446822,0.16564399294284932,0.40825349636474273,0.9917687499732716,High Stress
2024-10-10 22:54:53.407995,1,High Stress,0.3023515711641292,0.07422883682884684,0.4233658313216109,0.6667067866565928,0.8339344078157187,0.20701257816371532,0.9109533038431339,0.1197740555701185,0.14274100500562537,0.42888896734497883,0.6752237901455327,High Stress
2024-10-11 04:54:53.407995,1,Healthy,0.9948520310225208,0.3045768283691235,0.2263681123838852,0.9905942868949573,0.5086368005567696,0.6374672855156835,0.6354609487374354,0.37828162368322504,0.9769778065055323,0.0004691354187890129,0.044357536509278865,Healthy
2024-10-11 10:54:53.407995,1,Healthy,0.92362652952797,0.023294744756757746,1.0,0.45948876988662324,0.033728828041797665,0.32779467964769715,0.4861503511177901,0.8047232829796794,0.7186033477565226,0.9949784735892774,0.3901493560951464,Healthy
2024-10-11 16:54:53.407995,1,High Stress,0.27133075349253705,0.33885145811983186,0.07966761225352781,0.38436937490108414,0.12794817258414581,0.7413268069137731,0.034738430182557456,0.36110404924090045,0.4965145833345461,0.576131943593322,0.45900878981915655,High Stress
2024-10-11 22:54:53.407995,1,Healthy,0.7096023995762473,0.3535705298739922,0.21380656301693635,0.3496425054796517,0.12137448209466417,0.6945042313890073,0.8858063819185276,0.29800570837207085,0.5259596448293555,0.07086298673994795,0.43654186584951926,Healthy
2024-10-12 04:54:53.407995,1,Moderate Stress,0.6139934674149818,0.785812480172001,0.7475797613560209,0.8724129171655304,0.47139251494890105,0.6263537777051771,0.7319418969438405,0.03058486592919163,0.21911552168904658,0.7245946442926673,0.040672375970975276,Moderate Stress
2024-10-12 10:54:53.407995,1,High Stress,0.19099856428536194,0.9661948887049114,0.23071485859705088,0.9002896279406816,0.0277886469806653,0.904452005160099,0.12608891194793304,0.7444481034299227,0.5319846449119575,0.6205121350400037,0.4529665641398919,High Stress
